doc_id,title,department,year,region,text
D252,"Document Title D252 (sales)",sales,2021,latin_america,"This is the body text of document D252 in department sales for region latin_america and year 2021."
D253,"Document Title D253 (engineering)",engineering,2024,europe,"This is the body text of document D253 in department engineering for region europe and year 2024."
D254,"Document Title D254 (sales)",sales,2022,north_america,"This is the body text of document D254 in department sales for region north_america and year 2022."
D255,"Document Title D255 (marketing)",marketing,2025,europe,"This is the body text of document D255 in department marketing for region europe and year 2025."
D256,"Document Title D256 (marketing)",marketing,2023,north_america,"This is the body text of document D256 in department marketing for region north_america and year 2023."
D257,"Document Title D257 (engineering)",engineering,2024,europe,"This is the body text of document D257 in department engineering for region europe and year 2024."
D258,"Document Title D258 (finance)",finance,2024,latin_america,"This is the body text of document D258 in department finance for region latin_america and year 2024."
D259,"Document Title D259 (engineering)",engineering,2024,latin_america,"This is the body text of document D259 in department engineering for region latin_america and year 2024."
D260,"Document Title D260 (finance)",finance,2022,north_america,"This is the body text of document D260 in department finance for region north_america and year 2022."
D261,"Document Title D261 (legal)",legal,2026,north_america,"This is the body text of document D261 in department legal for region north_america and year 2026."
D262,"Document Title D262 (sales)",sales,2020,north_america,"This is the body text of document D262 in department sales for region north_america and year 2020."
D263,"Document Title D263 (hr)",hr,2025,north_america,"This is the body text of document D263 in department hr for region north_america and year 2025."
D264,"Document Title D264 (sales)",sales,2025,north_america,"This is the body text of document D264 in department sales for region north_america and year 2025."
D265,"Document Title D265 (legal)",legal,2025,asia_pacific,"This is the body text of document D265 in department legal for region asia_pacific and year 2025."
D266,"Document Title D266 (marketing)",marketing,2026,latin_america,"This is the body text of document D266 in department marketing for region latin_america and year 2026."
D267,"Document Title D267 (finance)",finance,2021,north_america,"This is the body text of document D267 in department finance for region north_america and year 2021."
D268,"Document Title D268 (hr)",hr,2025,north_america,"This is the body text of document D268 in department hr for region north_america and year 2025."
D269,"Document Title D269 (marketing)",marketing,2025,europe,"This is the body text of document D269 in department marketing for region europe and year 2025."
D270,"Document Title D270 (hr)",hr,2023,north_america,"This is the body text of document D270 in department hr for region north_america and year 2023."
D271,"Document Title D271 (sales)",sales,2025,north_america,"This is the body text of document D271 in department sales for region north_america and year 2025."
D272,"Document Title D272 (finance)",finance,2024,europe,"This is the body text of document D272 in department finance for region europe and year 2024."
D273,"Document Title D273 (engineering)",engineering,2025,north_america,"This is the body text of document D273 in department engineering for region north_america and year 2025."
D274,"Document Title D274 (finance)",finance,2026,north_america,"This is the body text of document D274 in department finance for region north_america and year 2026."
D275,"Document Title D275 (finance)",finance,2026,latin_america,"This is the body text of document D275 in department finance for region latin_america and year 2026."
D276,"Document Title D276 (marketing)",marketing,2022,north_america,"This is the body text of document D276 in department marketing for region north_america and year 2022."
D277,"Document Title D277 (legal)",legal,2022,europe,"This is the body text of document D277 in department legal for region europe and year 2022."
D278,"Document Title D278 (legal)",legal,2024,europe,"This is the body text of document D278 in department legal for region europe and year 2024."
D279,"Document Title D279 (sales)",sales,2020,north_america,"This is the body text of document D279 in department sales for region north_america and year 2020."
D280,"Document Title D280 (legal)",legal,2026,europe,"This is the body text of document D280 in department legal for region europe and year 2026."
D281,"Document Title D281 (sales)",sales,2026,asia_pacific,"This is the body text of document D281 in department sales for region asia_pacific and year 2026."
D282,"Document Title D282 (engineering)",engineering,2022,latin_america,"This is the body text of document D282 in department engineering for region latin_america and year 2022."
D283,"Document Title D283 (sales)",sales,2020,europe,"This is the body text of document D283 in department sales for region europe and year 2020."
D284,"Document Title D284 (finance)",finance,2024,asia_pacific,"This is the body text of document D284 in department finance for region asia_pacific and year 2024."
D285,"Document Title D285 (hr)",hr,2025,asia_pacific,"This is the body text of document D285 in department hr for region asia_pacific and year 2025."
D286,"Document Title D286 (sales)",sales,2026,north_america,"This is the body text of document D286 in department sales for region north_america and year 2026."
D287,"Document Title D287 (marketing)",marketing,2022,asia_pacific,"This is the body text of document D287 in department marketing for region asia_pacific and year 2022."
D288,"Document Title D288 (marketing)",marketing,2023,europe,"This is the body text of document D288 in department marketing for region europe and year 2023."
D289,"Document Title D289 (hr)",hr,2020,asia_pacific,"This is the body text of document D289 in department hr for region asia_pacific and year 2020."
D290,"Document Title D290 (finance)",finance,2026,north_america,"This is the body text of document D290 in department finance for region north_america and year 2026."
D291,"Document Title D291 (legal)",legal,2023,asia_pacific,"This is the body text of document D291 in department legal for region asia_pacific and year 2023."
D292,"Document Title D292 (marketing)",marketing,2021,europe,"This is the body text of document D292 in department marketing for region europe and year 2021."
D293,"Document Title D293 (engineering)",engineering,2026,asia_pacific,"This is the body text of document D293 in department engineering for region asia_pacific and year 2026."
D294,"Document Title D294 (sales)",sales,2020,europe,"This is the body text of document D294 in department sales for region europe and year 2020."
D295,"Document Title D295 (sales)",sales,2021,asia_pacific,"This is the body text of document D295 in department sales for region asia_pacific and year 2021."
D296,"Document Title D296 (hr)",hr,2023,latin_america,"This is the body text of document D296 in department hr for region latin_america and year 2023."
D297,"Document Title D297 (finance)",finance,2026,europe,"This is the body text of document D297 in department finance for region europe and year 2026."
D298,"Document Title D298 (sales)",sales,2020,latin_america,"This is the body text of document D298 in department sales for region latin_america and year 2020."
D299,"Document Title D299 (engineering)",engineering,2023,europe,"This is the body text of document D299 in department engineering for region europe and year 2023."
D300,"Document Title D300 (marketing)",marketing,2025,europe,"This is the body text of document D300 in department marketing for region europe and year 2025."
D301,"Document Title D301 (hr)",hr,2026,europe,"This is the body text of document D301 in department hr for region europe and year 2026."
D302,"Document Title D302 (hr)",hr,2022,europe,"This is the body text of document D302 in department hr for region europe and year 2022."
D303,"Document Title D303 (legal)",legal,2024,north_america,"This is the body text of document D303 in department legal for region north_america and year 2024."
D304,"Document Title D304 (sales)",sales,2022,asia_pacific,"This is the body text of document D304 in department sales for region asia_pacific and year 2022."
D305,"Document Title D305 (legal)",legal,2020,asia_pacific,"This is the body text of document D305 in department legal for region asia_pacific and year 2020."
D306,"Document Title D306 (engineering)",engineering,2022,europe,"This is the body text of document D306 in department engineering for region europe and year 2022."
D307,"Document Title D307 (sales)",sales,2021,north_america,"This is the body text of document D307 in department sales for region north_america and year 2021."
D308,"Document Title D308 (hr)",hr,2025,latin_america,"This is the body text of document D308 in department hr for region latin_america and year 2025."
D309,"Document Title D309 (marketing)",marketing,2026,north_america,"This is the body text of document D309 in department marketing for region north_america and year 2026."
D310,"Document Title D310 (engineering)",engineering,2023,north_america,"This is the body text of document D310 in department engineering for region north_america and year 2023."
D311,"Document Title D311 (hr)",hr,2021,europe,"This is the body text of document D311 in department hr for region europe and year 2021."
D312,"Document Title D312 (hr)",hr,2023,north_america,"This is the body text of document D312 in department hr for region north_america and year 2023."
D313,"Document Title D313 (finance)",finance,2020,asia_pacific,"This is the body text of document D313 in department finance for region asia_pacific and year 2020."
D314,"Document Title D314 (marketing)",marketing,2026,north_america,"This is the body text of document D314 in department marketing for region north_america and year 2026."
D315,"Document Title D315 (sales)",sales,2020,latin_america,"This is the body text of document D315 in department sales for region latin_america and year 2020."
D316,"Document Title D316 (finance)",finance,2025,latin_america,"This is the body text of document D316 in department finance for region latin_america and year 2025."
D317,"Document Title D317 (marketing)",marketing,2023,europe,"This is the body text of document D317 in department marketing for region europe and year 2023."
D318,"Document Title D318 (engineering)",engineering,2020,north_america,"This is the body text of document D318 in department engineering for region north_america and year 2020."
D319,"Document Title D319 (legal)",legal,2021,latin_america,"This is the body text of document D319 in department legal for region latin_america and year 2021."
D320,"Document Title D320 (marketing)",marketing,2024,north_america,"This is the body text of document D320 in department marketing for region north_america and year 2024."
D321,"Document Title D321 (hr)",hr,2023,north_america,"This is the body text of document D321 in department hr for region north_america and year 2023."
D322,"Document Title D322 (sales)",sales,2021,latin_america,"This is the body text of document D322 in department sales for region latin_america and year 2021."
D323,"Document Title D323 (marketing)",marketing,2021,asia_pacific,"This is the body text of document D323 in department marketing for region asia_pacific and year 2021."
D324,"Document Title D324 (legal)",legal,2022,latin_america,"This is the body text of document D324 in department legal for region latin_america and year 2022."
D325,"Document Title D325 (finance)",finance,2025,asia_pacific,"This is the body text of document D325 in department finance for region asia_pacific and year 2025."
D326,"Document Title D326 (marketing)",marketing,2025,asia_pacific,"This is the body text of document D326 in department marketing for region asia_pacific and year 2025."
D327,"Document Title D327 (sales)",sales,2025,asia_pacific,"This is the body text of document D327 in department sales for region asia_pacific and year 2025."
D328,"Document Title D328 (engineering)",engineering,2025,latin_america,"This is the body text of document D328 in department engineering for region latin_america and year 2025."
D329,"Document Title D329 (marketing)",marketing,2023,europe,"This is the body text of document D329 in department marketing for region europe and year 2023."
D330,"Document Title D330 (finance)",finance,2023,latin_america,"This is the body text of document D330 in department finance for region latin_america and year 2023."
D331,"Document Title D331 (engineering)",engineering,2024,europe,"This is the body text of document D331 in department engineering for region europe and year 2024."
D332,"Document Title D332 (hr)",hr,2025,europe,"This is the body text of document D332 in department hr for region europe and year 2025."
D333,"Document Title D333 (legal)",legal,2022,europe,"This is the body text of document D333 in department legal for region europe and year 2022."
D334,"Document Title D334 (hr)",hr,2023,north_america,"This is the body text of document D334 in department hr for region north_america and year 2023."
D335,"Document Title D335 (engineering)",engineering,2020,latin_america,"This is the body text of document D335 in department engineering for region latin_america and year 2020."
D336,"Document Title D336 (legal)",legal,2026,europe,"This is the body text of document D336 in department legal for region europe and year 2026."
D337,"Document Title D337 (sales)",sales,2025,north_america,"This is the body text of document D337 in department sales for region north_america and year 2025."
D338,"Document Title D338 (marketing)",marketing,2023,asia_pacific,"This is the body text of document D338 in department marketing for region asia_pacific and year 2023."
D339,"Document Title D339 (sales)",sales,2023,asia_pacific,"This is the body text of document D339 in department sales for region asia_pacific and year 2023."
D340,"Document Title D340 (hr)",hr,2025,latin_america,"This is the body text of document D340 in department hr for region latin_america and year 2025."
D341,"Document Title D341 (finance)",finance,2025,europe,"This is the body text of document D341 in department finance for region europe and year 2025."
D342,"Document Title D342 (sales)",sales,2024,north_america,"This is the body text of document D342 in department sales for region north_america and year 2024."
D343,"Document Title D343 (marketing)",marketing,2021,asia_pacific,"This is the body text of document D343 in department marketing for region asia_pacific and year 2021."
D344,"Document Title D344 (legal)",legal,2025,asia_pacific,"This is the body text of document D344 in department legal for region asia_pacific and year 2025."
D345,"Document Title D345 (sales)",sales,2026,asia_pacific,"This is the body text of document D345 in department sales for region asia_pacific and year 2026."
D346,"Document Title D346 (marketing)",marketing,2021,latin_america,"This is the body text of document D346 in department marketing for region latin_america and year 2021."
D347,"Document Title D347 (engineering)",engineering,2025,north_america,"This is the body text of document D347 in department engineering for region north_america and year 2025."
D348,"Document Title D348 (hr)",hr,2024,asia_pacific,"This is the body text of document D348 in department hr for region asia_pacific and year 2024."
D349,"Document Title D349 (hr)",hr,2026,europe,"This is the body text of document D349 in department hr for region europe and year 2026."
D350,"Document Title D350 (marketing)",marketing,2021,north_america,"This is the body text of document D350 in department marketing for region north_america and year 2021."
D351,"Document Title D351 (finance)",finance,2022,north_america,"This is the body text of document D351 in department finance for region north_america and year 2022."
D352,"Document Title D352 (sales)",sales,2026,north_america,"This is the body text of document D352 in department sales for region north_america and year 2026."
D353,"Document Title D353 (marketing)",marketing,2023,north_america,"This is the body text of document D353 in department marketing for region north_america and year 2023."
D354,"Document Title D354 (finance)",finance,2022,asia_pacific,"This is the body text of document D354 in department finance for region asia_pacific and year 2022."
D355,"Document Title D355 (marketing)",marketing,2021,europe,"This is the body text of document D355 in department marketing for region europe and year 2021."
D356,"Document Title D356 (marketing)",marketing,2020,europe,"This is the body text of document D356 in department marketing for region europe and year 2020."
D357,"Document Title D357 (hr)",hr,2022,latin_america,"This is the body text of document D357 in department hr for region latin_america and year 2022."
D358,"Document Title D358 (marketing)",marketing,2025,north_america,"This is the body text of document D358 in department marketing for region north_america and year 2025."
D359,"Document Title D359 (hr)",hr,2020,latin_america,"This is the body text of document D359 in department hr for region latin_america and year 2020."
D360,"Document Title D360 (legal)",legal,2020,latin_america,"This is the body text of document D360 in department legal for region latin_america and year 2020."
D361,"Document Title D361 (sales)",sales,2023,north_america,"This is the body text of document D361 in department sales for region north_america and year 2023."
D362,"Document Title D362 (finance)",finance,2021,latin_america,"This is the body text of document D362 in department finance for region latin_america and year 2021."
D363,"Document Title D363 (hr)",hr,2023,latin_america,"This is the body text of document D363 in department hr for region latin_america and year 2023."
D364,"Document Title D364 (hr)",hr,2021,north_america,"This is the body text of document D364 in department hr for region north_america and year 2021."
D365,"Document Title D365 (engineering)",engineering,2023,asia_pacific,"This is the body text of document D365 in department engineering for region asia_pacific and year 2023."
D366,"Document Title D366 (marketing)",marketing,2021,latin_america,"This is the body text of document D366 in department marketing for region latin_america and year 2021."
D367,"Document Title D367 (hr)",hr,2021,europe,"This is the body text of document D367 in department hr for region europe and year 2021."
D368,"Document Title D368 (hr)",hr,2026,asia_pacific,"This is the body text of document D368 in department hr for region asia_pacific and year 2026."
D369,"Document Title D369 (marketing)",marketing,2024,europe,"This is the body text of document D369 in department marketing for region europe and year 2024."
D370,"Document Title D370 (sales)",sales,2022,asia_pacific,"This is the body text of document D370 in department sales for region asia_pacific and year 2022."
D371,"Document Title D371 (hr)",hr,2021,asia_pacific,"This is the body text of document D371 in department hr for region asia_pacific and year 2021."
D372,"Document Title D372 (legal)",legal,2022,europe,"This is the body text of document D372 in department legal for region europe and year 2022."
D373,"Document Title D373 (legal)",legal,2026,europe,"This is the body text of document D373 in department legal for region europe and year 2026."
D374,"Document Title D374 (legal)",legal,2025,north_america,"This is the body text of document D374 in department legal for region north_america and year 2025."
D375,"Document Title D375 (hr)",hr,2025,north_america,"This is the body text of document D375 in department hr for region north_america and year 2025."
D376,"Document Title D376 (hr)",hr,2022,europe,"This is the body text of document D376 in department hr for region europe and year 2022."
D377,"Document Title D377 (engineering)",engineering,2026,europe,"This is the body text of document D377 in department engineering for region europe and year 2026."
D378,"Document Title D378 (engineering)",engineering,2024,north_america,"This is the body text of document D378 in department engineering for region north_america and year 2024."
D379,"Document Title D379 (hr)",hr,2021,europe,"This is the body text of document D379 in department hr for region europe and year 2021."
D380,"Document Title D380 (finance)",finance,2024,latin_america,"This is the body text of document D380 in department finance for region latin_america and year 2024."
D381,"Document Title D381 (legal)",legal,2024,latin_america,"This is the body text of document D381 in department legal for region latin_america and year 2024."
D382,"Document Title D382 (sales)",sales,2020,north_america,"This is the body text of document D382 in department sales for region north_america and year 2020."
D383,"Document Title D383 (marketing)",marketing,2025,latin_america,"This is the body text of document D383 in department marketing for region latin_america and year 2025."
D384,"Document Title D384 (sales)",sales,2020,north_america,"This is the body text of document D384 in department sales for region north_america and year 2020."
D385,"Document Title D385 (legal)",legal,2025,asia_pacific,"This is the body text of document D385 in department legal for region asia_pacific and year 2025."
D386,"Document Title D386 (legal)",legal,2020,north_america,"This is the body text of document D386 in department legal for region north_america and year 2020."
D387,"Document Title D387 (finance)",finance,2023,europe,"This is the body text of document D387 in department finance for region europe and year 2023."
D388,"Document Title D388 (finance)",finance,2023,europe,"This is the body text of document D388 in department finance for region europe and year 2023."
D389,"Document Title D389 (finance)",finance,2023,latin_america,"This is the body text of document D389 in department finance for region latin_america and year 2023."
D390,"Document Title D390 (finance)",finance,2025,north_america,"This is the body text of document D390 in department finance for region north_america and year 2025."
D391,"Document Title D391 (legal)",legal,2020,latin_america,"This is the body text of document D391 in department legal for region latin_america and year 2020."
D392,"Document Title D392 (marketing)",marketing,2021,asia_pacific,"This is the body text of document D392 in department marketing for region asia_pacific and year 2021."
D393,"Document Title D393 (engineering)",engineering,2021,latin_america,"This is the body text of document D393 in department engineering for region latin_america and year 2021."
D394,"Document Title D394 (finance)",finance,2025,europe,"This is the body text of document D394 in department finance for region europe and year 2025."
D395,"Document Title D395 (marketing)",marketing,2023,latin_america,"This is the body text of document D395 in department marketing for region latin_america and year 2023."
D396,"Document Title D396 (legal)",legal,2020,latin_america,"This is the body text of document D396 in department legal for region latin_america and year 2020."
D397,"Document Title D397 (marketing)",marketing,2022,europe,"This is the body text of document D397 in department marketing for region europe and year 2022."
D398,"Document Title D398 (finance)",finance,2020,north_america,"This is the body text of document D398 in department finance for region north_america and year 2020."
D399,"Document Title D399 (engineering)",engineering,2023,north_america,"This is the body text of document D399 in department engineering for region north_america and year 2023."
D400,"Document Title D400 (marketing)",marketing,2022,north_america,"This is the body text of document D400 in department marketing for region north_america and year 2022."
D401,"Document Title D401 (finance)",finance,2020,north_america,"This is the body text of document D401 in department finance for region north_america and year 2020."
D402,"Document Title D402 (sales)",sales,2022,latin_america,"This is the body text of document D402 in department sales for region latin_america and year 2022."
D403,"Document Title D403 (engineering)",engineering,2023,asia_pacific,"This is the body text of document D403 in department engineering for region asia_pacific and year 2023."
D404,"Document Title D404 (engineering)",engineering,2025,europe,"This is the body text of document D404 in department engineering for region europe and year 2025."
D405,"Document Title D405 (marketing)",marketing,2024,asia_pacific,"This is the body text of document D405 in department marketing for region asia_pacific and year 2024."
D406,"Document Title D406 (marketing)",marketing,2026,europe,"This is the body text of document D406 in department marketing for region europe and year 2026."
D407,"Document Title D407 (legal)",legal,2024,north_america,"This is the body text of document D407 in department legal for region north_america and year 2024."
D408,"Document Title D408 (hr)",hr,2023,asia_pacific,"This is the body text of document D408 in department hr for region asia_pacific and year 2023."
D409,"Document Title D409 (marketing)",marketing,2020,asia_pacific,"This is the body text of document D409 in department marketing for region asia_pacific and year 2020."
D410,"Document Title D410 (engineering)",engineering,2022,north_america,"This is the body text of document D410 in department engineering for region north_america and year 2022."
D411,"Document Title D411 (hr)",hr,2025,latin_america,"This is the body text of document D411 in department hr for region latin_america and year 2025."
D412,"Document Title D412 (legal)",legal,2024,latin_america,"This is the body text of document D412 in department legal for region latin_america and year 2024."
D413,"Document Title D413 (marketing)",marketing,2026,latin_america,"This is the body text of document D413 in department marketing for region latin_america and year 2026."
D414,"Document Title D414 (engineering)",engineering,2026,europe,"This is the body text of document D414 in department engineering for region europe and year 2026."
D415,"Document Title D415 (legal)",legal,2024,europe,"This is the body text of document D415 in department legal for region europe and year 2024."
D416,"Document Title D416 (finance)",finance,2023,latin_america,"This is the body text of document D416 in department finance for region latin_america and year 2023."
D417,"Document Title D417 (finance)",finance,2026,asia_pacific,"This is the body text of document D417 in department finance for region asia_pacific and year 2026."
D418,"Document Title D418 (marketing)",marketing,2023,europe,"This is the body text of document D418 in department marketing for region europe and year 2023."
D419,"Document Title D419 (sales)",sales,2026,north_america,"This is the body text of document D419 in department sales for region north_america and year 2026."
D420,"Document Title D420 (sales)",sales,2020,asia_pacific,"This is the body text of document D420 in department sales for region asia_pacific and year 2020."
D421,"Document Title D421 (hr)",hr,2021,asia_pacific,"This is the body text of document D421 in department hr for region asia_pacific and year 2021."
D422,"Document Title D422 (engineering)",engineering,2021,latin_america,"This is the body text of document D422 in department engineering for region latin_america and year 2021."
D423,"Document Title D423 (marketing)",marketing,2024,asia_pacific,"This is the body text of document D423 in department marketing for region asia_pacific and year 2024."
D424,"Document Title D424 (sales)",sales,2023,north_america,"This is the body text of document D424 in department sales for region north_america and year 2023."
D425,"Document Title D425 (hr)",hr,2022,europe,"This is the body text of document D425 in department hr for region europe and year 2022."
D426,"Document Title D426 (sales)",sales,2024,europe,"This is the body text of document D426 in department sales for region europe and year 2024."
D427,"Document Title D427 (sales)",sales,2025,europe,"This is the body text of document D427 in department sales for region europe and year 2025."
D428,"Document Title D428 (finance)",finance,2026,latin_america,"This is the body text of document D428 in department finance for region latin_america and year 2026."
D429,"Document Title D429 (sales)",sales,2026,europe,"This is the body text of document D429 in department sales for region europe and year 2026."
D430,"Document Title D430 (marketing)",marketing,2025,asia_pacific,"This is the body text of document D430 in department marketing for region asia_pacific and year 2025."
D431,"Document Title D431 (legal)",legal,2026,latin_america,"This is the body text of document D431 in department legal for region latin_america and year 2026."
D432,"Document Title D432 (marketing)",marketing,2021,latin_america,"This is the body text of document D432 in department marketing for region latin_america and year 2021."
D433,"Document Title D433 (legal)",legal,2020,europe,"This is the body text of document D433 in department legal for region europe and year 2020."
D434,"Document Title D434 (marketing)",marketing,2020,north_america,"This is the body text of document D434 in department marketing for region north_america and year 2020."
D435,"Document Title D435 (finance)",finance,2020,north_america,"This is the body text of document D435 in department finance for region north_america and year 2020."
D436,"Document Title D436 (marketing)",marketing,2024,latin_america,"This is the body text of document D436 in department marketing for region latin_america and year 2024."
D437,"Document Title D437 (engineering)",engineering,2024,europe,"This is the body text of document D437 in department engineering for region europe and year 2024."
D438,"Document Title D438 (marketing)",marketing,2021,north_america,"This is the body text of document D438 in department marketing for region north_america and year 2021."
D439,"Document Title D439 (marketing)",marketing,2020,asia_pacific,"This is the body text of document D439 in department marketing for region asia_pacific and year 2020."
D440,"Document Title D440 (finance)",finance,2021,asia_pacific,"This is the body text of document D440 in department finance for region asia_pacific and year 2021."
D441,"Document Title D441 (sales)",sales,2025,north_america,"This is the body text of document D441 in department sales for region north_america and year 2025."
D442,"Document Title D442 (hr)",hr,2021,asia_pacific,"This is the body text of document D442 in department hr for region asia_pacific and year 2021."
D443,"Document Title D443 (sales)",sales,2023,latin_america,"This is the body text of document D443 in department sales for region latin_america and year 2023."
D444,"Document Title D444 (finance)",finance,2021,europe,"This is the body text of document D444 in department finance for region europe and year 2021."
D445,"Document Title D445 (engineering)",engineering,2025,north_america,"This is the body text of document D445 in department engineering for region north_america and year 2025."
D446,"Document Title D446 (hr)",hr,2025,europe,"This is the body text of document D446 in department hr for region europe and year 2025."
D447,"Document Title D447 (sales)",sales,2021,asia_pacific,"This is the body text of document D447 in department sales for region asia_pacific and year 2021."
D448,"Document Title D448 (hr)",hr,2023,north_america,"This is the body text of document D448 in department hr for region north_america and year 2023."
D449,"Document Title D449 (finance)",finance,2020,north_america,"This is the body text of document D449 in department finance for region north_america and year 2020."
D450,"Document Title D450 (engineering)",engineering,2022,asia_pacific,"This is the body text of document D450 in department engineering for region asia_pacific and year 2022."
D451,"Document Title D451 (finance)",finance,2025,asia_pacific,"This is the body text of document D451 in department finance for region asia_pacific and year 2025."
D452,"Document Title D452 (hr)",hr,2026,latin_america,"This is the body text of document D452 in department hr for region latin_america and year 2026."
D453,"Document Title D453 (legal)",legal,2021,latin_america,"This is the body text of document D453 in department legal for region latin_america and year 2021."
D454,"Document Title D454 (legal)",legal,2020,latin_america,"This is the body text of document D454 in department legal for region latin_america and year 2020."
D455,"Document Title D455 (marketing)",marketing,2024,asia_pacific,"This is the body text of document D455 in department marketing for region asia_pacific and year 2024."
D456,"Document Title D456 (legal)",legal,2025,latin_america,"This is the body text of document D456 in department legal for region latin_america and year 2025."
D457,"Document Title D457 (sales)",sales,2023,latin_america,"This is the body text of document D457 in department sales for region latin_america and year 2023."
D458,"Document Title D458 (marketing)",marketing,2021,asia_pacific,"This is the body text of document D458 in department marketing for region asia_pacific and year 2021."
D459,"Document Title D459 (sales)",sales,2026,latin_america,"This is the body text of document D459 in department sales for region latin_america and year 2026."
D460,"Document Title D460 (sales)",sales,2022,north_america,"This is the body text of document D460 in department sales for region north_america and year 2022."
D461,"Document Title D461 (engineering)",engineering,2026,europe,"This is the body text of document D461 in department engineering for region europe and year 2026."
D462,"Document Title D462 (legal)",legal,2020,latin_america,"This is the body text of document D462 in department legal for region latin_america and year 2020."
D463,"Document Title D463 (engineering)",engineering,2022,latin_america,"This is the body text of document D463 in department engineering for region latin_america and year 2022."
D464,"Document Title D464 (engineering)",engineering,2026,europe,"This is the body text of document D464 in department engineering for region europe and year 2026."
D465,"Document Title D465 (legal)",legal,2020,north_america,"This is the body text of document D465 in department legal for region north_america and year 2020."
D466,"Document Title D466 (legal)",legal,2022,north_america,"This is the body text of document D466 in department legal for region north_america and year 2022."
D467,"Document Title D467 (legal)",legal,2020,north_america,"This is the body text of document D467 in department legal for region north_america and year 2020."
D468,"Document Title D468 (legal)",legal,2021,latin_america,"This is the body text of document D468 in department legal for region latin_america and year 2021."
D469,"Document Title D469 (legal)",legal,2023,europe,"This is the body text of document D469 in department legal for region europe and year 2023."
D470,"Document Title D470 (finance)",finance,2025,latin_america,"This is the body text of document D470 in department finance for region latin_america and year 2025."
D471,"Document Title D471 (finance)",finance,2024,europe,"This is the body text of document D471 in department finance for region europe and year 2024."
D472,"Document Title D472 (hr)",hr,2023,asia_pacific,"This is the body text of document D472 in department hr for region asia_pacific and year 2023."
D473,"Document Title D473 (engineering)",engineering,2021,europe,"This is the body text of document D473 in department engineering for region europe and year 2021."
D474,"Document Title D474 (marketing)",marketing,2025,north_america,"This is the body text of document D474 in department marketing for region north_america and year 2025."
D475,"Document Title D475 (hr)",hr,2022,latin_america,"This is the body text of document D475 in department hr for region latin_america and year 2022."
D476,"Document Title D476 (legal)",legal,2024,latin_america,"This is the body text of document D476 in department legal for region latin_america and year 2024."
D477,"Document Title D477 (legal)",legal,2026,latin_america,"This is the body text of document D477 in department legal for region latin_america and year 2026."
D478,"Document Title D478 (sales)",sales,2021,europe,"This is the body text of document D478 in department sales for region europe and year 2021."
D479,"Document Title D479 (finance)",finance,2020,europe,"This is the body text of document D479 in department finance for region europe and year 2020."
D480,"Document Title D480 (legal)",legal,2025,north_america,"This is the body text of document D480 in department legal for region north_america and year 2025."
D481,"Document Title D481 (sales)",sales,2021,europe,"This is the body text of document D481 in department sales for region europe and year 2021."
D482,"Document Title D482 (marketing)",marketing,2020,asia_pacific,"This is the body text of document D482 in department marketing for region asia_pacific and year 2020."
D483,"Document Title D483 (marketing)",marketing,2021,europe,"This is the body text of document D483 in department marketing for region europe and year 2021."
D484,"Document Title D484 (finance)",finance,2020,asia_pacific,"This is the body text of document D484 in department finance for region asia_pacific and year 2020."
D485,"Document Title D485 (finance)",finance,2026,europe,"This is the body text of document D485 in department finance for region europe and year 2026."
D486,"Document Title D486 (engineering)",engineering,2022,asia_pacific,"This is the body text of document D486 in department engineering for region asia_pacific and year 2022."
D487,"Document Title D487 (finance)",finance,2022,north_america,"This is the body text of document D487 in department finance for region north_america and year 2022."
D488,"Document Title D488 (hr)",hr,2026,asia_pacific,"This is the body text of document D488 in department hr for region asia_pacific and year 2026."
D489,"Document Title D489 (engineering)",engineering,2025,asia_pacific,"This is the body text of document D489 in department engineering for region asia_pacific and year 2025."
D490,"Document Title D490 (finance)",finance,2026,latin_america,"This is the body text of document D490 in department finance for region latin_america and year 2026."
D491,"Document Title D491 (marketing)",marketing,2023,latin_america,"This is the body text of document D491 in department marketing for region latin_america and year 2023."
D492,"Document Title D492 (hr)",hr,2025,europe,"This is the body text of document D492 in department hr for region europe and year 2025."
D493,"Document Title D493 (hr)",hr,2020,latin_america,"This is the body text of document D493 in department hr for region latin_america and year 2020."
D494,"Document Title D494 (engineering)",engineering,2021,latin_america,"This is the body text of document D494 in department engineering for region latin_america and year 2021."
D495,"Document Title D495 (hr)",hr,2026,north_america,"This is the body text of document D495 in department hr for region north_america and year 2026."
D496,"Document Title D496 (finance)",finance,2021,asia_pacific,"This is the body text of document D496 in department finance for region asia_pacific and year 2021."
D497,"Document Title D497 (sales)",sales,2026,asia_pacific,"This is the body text of document D497 in department sales for region asia_pacific and year 2026."
D498,"Document Title D498 (hr)",hr,2025,north_america,"This is the body text of document D498 in department hr for region north_america and year 2025."
D499,"Document Title D499 (marketing)",marketing,2026,europe,"This is the body text of document D499 in department marketing for region europe and year 2026."
D500,"Document Title D500 (finance)",finance,2026,latin_america,"This is the body text of document D500 in department finance for region latin_america and year 2026."
